,date,teamAway,teamHome,attendance
7755,01/04/2016,Brooklyn Nets,New York Knicks,19812
7756,01/04/2016,Washington Wizards,Phoenix Suns,17345
7757,01/04/2016,Miami Heat,Sacramento Kings,17317
7758,01/04/2016,Minnesota Timberwolves,Utah Jazz,19911
7759,31/03/2016,Brooklyn Nets,Cleveland Cavaliers,20562
7760,31/03/2016,Chicago Bulls,Houston Rockets,18244
7761,31/03/2016,Orlando Magic,Indiana Pacers,17234
7762,31/03/2016,Denver Nuggets,New Orleans Pelicans,16269
7763,31/03/2016,Los Angeles Clippers,Oklahoma City Thunder,18203
7764,31/03/2016,Boston Celtics,Portland Trail Blazers,19393
7765,30/03/2016,New York Knicks,Dallas Mavericks,20435
7766,30/03/2016,Miami Heat,Los Angeles Lakers,18997
7767,30/03/2016,Denver Nuggets,Memphis Grizzlies,16401
7768,30/03/2016,Phoenix Suns,Milwaukee Bucks,15733
7769,30/03/2016,Los Angeles Clippers,Minnesota Timberwolves,12252
7770,30/03/2016,Washington Wizards,Sacramento Kings,17185
7771,30/03/2016,New Orleans Pelicans,San Antonio Spurs,18418
7772,30/03/2016,Atlanta Hawks,Toronto Raptors,19800
7773,30/03/2016,Golden State Warriors,Utah Jazz,19911
7774,29/03/2016,Houston Rockets,Cleveland Cavaliers,20562
7775,29/03/2016,Oklahoma City Thunder,Detroit Pistons,18201
7776,29/03/2016,Washington Wizards,Golden State Warriors,19596
7777,29/03/2016,Chicago Bulls,Indiana Pacers,17050
7778,29/03/2016,Brooklyn Nets,Orlando Magic,17536
7779,29/03/2016,Charlotte Hornets,Philadelphia 76ers,14486
7780,28/03/2016,Atlanta Hawks,Chicago Bulls,21761
7781,28/03/2016,Dallas Mavericks,Denver Nuggets,14844
7782,28/03/2016,Boston Celtics,Los Angeles Clippers,19258
7783,28/03/2016,San Antonio Spurs,Memphis Grizzlies,17133
7784,28/03/2016,Brooklyn Nets,Miami Heat,20003
7785,28/03/2016,Phoenix Suns,Minnesota Timberwolves,11141
7786,28/03/2016,New York Knicks,New Orleans Pelicans,17000
7787,28/03/2016,Sacramento Kings,Portland Trail Blazers,19393
7788,28/03/2016,Oklahoma City Thunder,Toronto Raptors,19800
7789,28/03/2016,Los Angeles Lakers,Utah Jazz,19911
7790,27/03/2016,Philadelphia 76ers,Golden State Warriors,19596
7791,27/03/2016,Houston Rockets,Indiana Pacers,17165
7792,27/03/2016,Denver Nuggets,Los Angeles Clippers,19060
7793,27/03/2016,Washington Wizards,Los Angeles Lakers,18997
7794,27/03/2016,Dallas Mavericks,Sacramento Kings,17147
7795,26/03/2016,Indiana Pacers,Brooklyn Nets,16625
7796,26/03/2016,Atlanta Hawks,Detroit Pistons,17857
7797,26/03/2016,Charlotte Hornets,Milwaukee Bucks,15544
7798,26/03/2016,Utah Jazz,Minnesota Timberwolves,14694
7799,26/03/2016,Toronto Raptors,New Orleans Pelicans,17009
7800,26/03/2016,Cleveland Cavaliers,New York Knicks,19812
7801,26/03/2016,San Antonio Spurs,Oklahoma City Thunder,18203
7802,26/03/2016,Chicago Bulls,Orlando Magic,18846
7803,26/03/2016,Boston Celtics,Phoenix Suns,18055
7804,26/03/2016,Philadelphia 76ers,Portland Trail Blazers,19506
7805,25/03/2016,Milwaukee Bucks,Atlanta Hawks,17070
7806,25/03/2016,Charlotte Hornets,Detroit Pistons,17209
7807,25/03/2016,Dallas Mavericks,Golden State Warriors,19596
7808,25/03/2016,Toronto Raptors,Houston Rockets,18230
7809,25/03/2016,Denver Nuggets,Los Angeles Lakers,18997
7810,25/03/2016,Orlando Magic,Miami Heat,19918
7811,25/03/2016,Phoenix Suns,Sacramento Kings,17317
7812,25/03/2016,Memphis Grizzlies,San Antonio Spurs,18418
7813,25/03/2016,Minnesota Timberwolves,Washington Wizards,20356
7814,24/03/2016,Cleveland Cavaliers,Brooklyn Nets,17732
7815,24/03/2016,New Orleans Pelicans,Indiana Pacers,17517
7816,24/03/2016,Portland Trail Blazers,Los Angeles Clippers,19359
7817,24/03/2016,Chicago Bulls,New York Knicks,19812
7818,24/03/2016,Utah Jazz,Oklahoma City Thunder,18203
7819,23/03/2016,Toronto Raptors,Boston Celtics,18624
7820,23/03/2016,New York Knicks,Chicago Bulls,21788
7821,23/03/2016,Milwaukee Bucks,Cleveland Cavaliers,20562
7822,23/03/2016,Philadelphia 76ers,Denver Nuggets,10684
7823,23/03/2016,Orlando Magic,Detroit Pistons,16609
7824,23/03/2016,Los Angeles Clippers,Golden State Warriors,19596
7825,23/03/2016,Utah Jazz,Houston Rockets,18151
7826,23/03/2016,Sacramento Kings,Minnesota Timberwolves,12151
7827,23/03/2016,Los Angeles Lakers,Phoenix Suns,18191
7828,23/03/2016,Dallas Mavericks,Portland Trail Blazers,19819
7829,23/03/2016,Miami Heat,San Antonio Spurs,18418
7830,23/03/2016,Atlanta Hawks,Washington Wizards,18807
7831,22/03/2016,Charlotte Hornets,Brooklyn Nets,15739
7832,22/03/2016,Memphis Grizzlies,Los Angeles Lakers,18997
7833,22/03/2016,Miami Heat,New Orleans Pelicans,16867
7834,22/03/2016,Houston Rockets,Oklahoma City Thunder,18203
7835,21/03/2016,Washington Wizards,Atlanta Hawks,15729
7836,21/03/2016,Orlando Magic,Boston Celtics,18624
7837,21/03/2016,Sacramento Kings,Chicago Bulls,21531
7838,21/03/2016,San Antonio Spurs,Charlotte Hornets,18260
7839,21/03/2016,Denver Nuggets,Cleveland Cavaliers,20562
7840,21/03/2016,Milwaukee Bucks,Detroit Pistons,13577
7841,21/03/2016,Philadelphia 76ers,Indiana Pacers,16155
7842,21/03/2016,Golden State Warriors,Minnesota Timberwolves,19452
7843,21/03/2016,Memphis Grizzlies,Phoenix Suns,15868
7844,20/03/2016,Portland Trail Blazers,Dallas Mavericks,20351
7845,20/03/2016,Utah Jazz,Milwaukee Bucks,14124
7846,20/03/2016,Los Angeles Clippers,New Orleans Pelicans,17407
7847,20/03/2016,Sacramento Kings,New York Knicks,19812
7848,20/03/2016,Boston Celtics,Philadelphia 76ers,15103
7849,20/03/2016,Orlando Magic,Toronto Raptors,19800
7850,19/03/2016,Houston Rockets,Atlanta Hawks,18067
7851,19/03/2016,Utah Jazz,Chicago Bulls,21856
7852,19/03/2016,Denver Nuggets,Charlotte Hornets,19271
7853,19/03/2016,Brooklyn Nets,Detroit Pistons,17559
7854,19/03/2016,Oklahoma City Thunder,Indiana Pacers,18165
7855,19/03/2016,Los Angeles Clippers,Memphis Grizzlies,18119
7856,19/03/2016,Cleveland Cavaliers,Miami Heat,19737
7857,19/03/2016,Golden State Warriors,San Antonio Spurs,18825
7858,19/03/2016,New York Knicks,Washington Wizards,20356
7859,18/03/2016,Golden State Warriors,Dallas Mavericks,20515
7860,18/03/2016,Sacramento Kings,Detroit Pistons,15982
7861,18/03/2016,Minnesota Timberwolves,Houston Rockets,18142
7862,18/03/2016,Phoenix Suns,Los Angeles Lakers,18997
7863,18/03/2016,Portland Trail Blazers,New Orleans Pelicans,17263
7864,18/03/2016,Cleveland Cavaliers,Orlando Magic,18046
7865,18/03/2016,Oklahoma City Thunder,Philadelphia 76ers,20388
7866,18/03/2016,Boston Celtics,Toronto Raptors,19800
7867,17/03/2016,Denver Nuggets,Atlanta Hawks,14383
7868,17/03/2016,Brooklyn Nets,Chicago Bulls,21513
7869,17/03/2016,Toronto Raptors,Indiana Pacers,15104
7870,17/03/2016,Charlotte Hornets,Miami Heat,19848
7871,17/03/2016,Memphis Grizzlies,Milwaukee Bucks,11740
7872,17/03/2016,Washington Wizards,Philadelphia 76ers,10521
7873,17/03/2016,Portland Trail Blazers,San Antonio Spurs,18418
7874,17/03/2016,Phoenix Suns,Utah Jazz,18784
7875,16/03/2016,Oklahoma City Thunder,Boston Celtics,18624
7876,16/03/2016,Orlando Magic,Charlotte Hornets,16148
7877,16/03/2016,Dallas Mavericks,Cleveland Cavaliers,20562
7878,16/03/2016,Atlanta Hawks,Detroit Pistons,14121
7879,16/03/2016,New York Knicks,Golden State Warriors,19596
7880,16/03/2016,Los Angeles Clippers,Houston Rockets,18304
7881,16/03/2016,Minnesota Timberwolves,Memphis Grizzlies,16588
7882,16/03/2016,New Orleans Pelicans,Sacramento Kings,17086
7883,16/03/2016,Chicago Bulls,Washington Wizards,19556
7884,15/03/2016,Philadelphia 76ers,Brooklyn Nets,14560
7885,15/03/2016,Boston Celtics,Indiana Pacers,17118
7886,15/03/2016,Sacramento Kings,Los Angeles Lakers,18997
7887,15/03/2016,Toronto Raptors,Milwaukee Bucks,13522
7888,15/03/2016,Denver Nuggets,Orlando Magic,16988
7889,15/03/2016,Los Angeles Clippers,San Antonio Spurs,18418
7890,14/03/2016,Dallas Mavericks,Charlotte Hornets,15686
7891,14/03/2016,New Orleans Pelicans,Golden State Warriors,19596
7892,14/03/2016,Memphis Grizzlies,Houston Rockets,18226
7893,14/03/2016,Denver Nuggets,Miami Heat,19744
7894,14/03/2016,Portland Trail Blazers,Oklahoma City Thunder,18203
7895,14/03/2016,Minnesota Timberwolves,Phoenix Suns,17480
7896,14/03/2016,Chicago Bulls,Toronto Raptors,19800
7897,14/03/2016,Cleveland Cavaliers,Utah Jazz,19911
7898,14/03/2016,Detroit Pistons,Washington Wizards,18042
7899,13/03/2016,Indiana Pacers,Atlanta Hawks,17066
7900,13/03/2016,Milwaukee Bucks,Brooklyn Nets,15241
7901,13/03/2016,Cleveland Cavaliers,Los Angeles Clippers,19342
7902,13/03/2016,New York Knicks,Los Angeles Lakers,18997
7903,13/03/2016,Utah Jazz,Sacramento Kings,17023
7904,12/03/2016,Memphis Grizzlies,Atlanta Hawks,17515
7905,12/03/2016,Houston Rockets,Charlotte Hornets,19303
7906,12/03/2016,Indiana Pacers,Dallas Mavericks,20459
7907,12/03/2016,Washington Wizards,Denver Nuggets,13213
7908,12/03/2016,Phoenix Suns,Golden State Warriors,19596
7909,12/03/2016,New Orleans Pelicans,Milwaukee Bucks,16518
7910,12/03/2016,Detroit Pistons,Philadelphia 76ers,16087
7911,12/03/2016,Orlando Magic,Portland Trail Blazers,19452
7912,12/03/2016,Oklahoma City Thunder,San Antonio Spurs,18418
7913,12/03/2016,Miami Heat,Toronto Raptors,19800
7914,11/03/2016,Houston Rockets,Boston Celtics,18624
7915,11/03/2016,Miami Heat,Chicago Bulls,22067
7916,11/03/2016,Detroit Pistons,Charlotte Hornets,18189
7917,11/03/2016,Portland Trail Blazers,Golden State Warriors,19596
7918,11/03/2016,New York Knicks,Los Angeles Clippers,19175
7919,11/03/2016,New Orleans Pelicans,Memphis Grizzlies,18119
7920,11/03/2016,Minnesota Timberwolves,Oklahoma City Thunder,18203
7921,11/03/2016,Brooklyn Nets,Philadelphia 76ers,14128
7922,11/03/2016,Orlando Magic,Sacramento Kings,17081
7923,11/03/2016,Washington Wizards,Utah Jazz,19911
7924,10/03/2016,Phoenix Suns,Denver Nuggets,11582
7925,10/03/2016,Cleveland Cavaliers,Los Angeles Lakers,18997
7926,10/03/2016,Chicago Bulls,San Antonio Spurs,18418
7927,10/03/2016,Atlanta Hawks,Toronto Raptors,19800
7928,09/03/2016,Memphis Grizzlies,Boston Celtics,17790
7929,09/03/2016,New Orleans Pelicans,Charlotte Hornets,16335
7930,09/03/2016,Detroit Pistons,Dallas Mavericks,20249
7931,09/03/2016,Utah Jazz,Golden State Warriors,19596
7932,09/03/2016,Miami Heat,Milwaukee Bucks,15005
7933,09/03/2016,Los Angeles Clippers,Oklahoma City Thunder,18203
7934,09/03/2016,Houston Rockets,Philadelphia 76ers,15237
7935,09/03/2016,New York Knicks,Phoenix Suns,17105
7936,09/03/2016,Cleveland Cavaliers,Sacramento Kings,17317
7937,08/03/2016,New York Knicks,Denver Nuggets,13305
7938,08/03/2016,Orlando Magic,Los Angeles Lakers,18997
7939,08/03/2016,San Antonio Spurs,Minnesota Timberwolves,14093
7940,08/03/2016,Washington Wizards,Portland Trail Blazers,19393
7941,08/03/2016,Brooklyn Nets,Toronto Raptors,19800
7942,08/03/2016,Atlanta Hawks,Utah Jazz,19282
7943,07/03/2016,Milwaukee Bucks,Chicago Bulls,21672
7944,07/03/2016,Minnesota Timberwolves,Charlotte Hornets,15912
7945,07/03/2016,Memphis Grizzlies,Cleveland Cavaliers,20562
7946,07/03/2016,Los Angeles Clippers,Dallas Mavericks,20002
7947,07/03/2016,Orlando Magic,Golden State Warriors,19596
7948,07/03/2016,San Antonio Spurs,Indiana Pacers,16742
7949,07/03/2016,Sacramento Kings,New Orleans Pelicans,16403
7950,06/03/2016,Dallas Mavericks,Denver Nuggets,14802
7951,06/03/2016,Portland Trail Blazers,Detroit Pistons,18386
7952,06/03/2016,Golden State Warriors,Los Angeles Lakers,18997
7953,06/03/2016,Phoenix Suns,Memphis Grizzlies,17291
7954,06/03/2016,Philadelphia 76ers,Miami Heat,19820
7955,06/03/2016,Oklahoma City Thunder,Milwaukee Bucks,16565
7956,06/03/2016,Houston Rockets,Toronto Raptors,19800
7957,05/03/2016,Houston Rockets,Chicago Bulls,22203
7958,05/03/2016,Boston Celtics,Cleveland Cavaliers,20562
7959,05/03/2016,Atlanta Hawks,Los Angeles Clippers,19236
7960,05/03/2016,Brooklyn Nets,Minnesota Timberwolves,15987
7961,05/03/2016,Utah Jazz,New Orleans Pelicans,16680
7962,05/03/2016,Detroit Pistons,New York Knicks,19812
7963,05/03/2016,Sacramento Kings,San Antonio Spurs,18418
7964,05/03/2016,Indiana Pacers,Washington Wizards,20356
7965,04/03/2016,New York Knicks,Boston Celtics,18624
7966,04/03/2016,Indiana Pacers,Charlotte Hornets,19099
7967,04/03/2016,Washington Wizards,Cleveland Cavaliers,20562
7968,04/03/2016,Brooklyn Nets,Denver Nuggets,14163
7969,04/03/2016,Atlanta Hawks,Los Angeles Lakers,18997
7970,04/03/2016,Utah Jazz,Memphis Grizzlies,17188
7971,04/03/2016,Minnesota Timberwolves,Milwaukee Bucks,16366
7972,04/03/2016,Phoenix Suns,Orlando Magic,17546
7973,04/03/2016,Miami Heat,Philadelphia 76ers,17610
7974,04/03/2016,Portland Trail Blazers,Toronto Raptors,19800
7975,03/03/2016,Sacramento Kings,Dallas Mavericks,19910
7976,03/03/2016,Oklahoma City Thunder,Golden State Warriors,19596
7977,03/03/2016,Phoenix Suns,Miami Heat,19600
7978,03/03/2016,San Antonio Spurs,New Orleans Pelicans,17781
7979,02/03/2016,Portland Trail Blazers,Boston Celtics,18624
7980,02/03/2016,Los Angeles Lakers,Denver Nuggets,20096
7981,02/03/2016,New Orleans Pelicans,Houston Rockets,18226
7982,02/03/2016,Oklahoma City Thunder,Los Angeles Clippers,19304
7983,02/03/2016,Sacramento Kings,Memphis Grizzlies,15310
7984,02/03/2016,Indiana Pacers,Milwaukee Bucks,14263
7985,02/03/2016,Washington Wizards,Minnesota Timberwolves,11307
7986,02/03/2016,Chicago Bulls,Orlando Magic,16072
7987,02/03/2016,Charlotte Hornets,Philadelphia 76ers,11143
7988,02/03/2016,Detroit Pistons,San Antonio Spurs,18418
7989,02/03/2016,Utah Jazz,Toronto Raptors,19800
7990,01/03/2016,Phoenix Suns,Charlotte Hornets,16849
7991,01/03/2016,Orlando Magic,Dallas Mavericks,19546
7992,01/03/2016,Atlanta Hawks,Golden State Warriors,19596
7993,01/03/2016,Brooklyn Nets,Los Angeles Lakers,18997
7994,01/03/2016,Chicago Bulls,Miami Heat,19654
7995,01/03/2016,Portland Trail Blazers,New York Knicks,19812
7996,29/02/2016,Utah Jazz,Boston Celtics,17680
7997,29/02/2016,Indiana Pacers,Cleveland Cavaliers,20562
7998,29/02/2016,Memphis Grizzlies,Denver Nuggets,10324
7999,29/02/2016,Brooklyn Nets,Los Angeles Clippers,19060
8000,29/02/2016,Houston Rockets,Milwaukee Bucks,13214
8001,29/02/2016,Oklahoma City Thunder,Sacramento Kings,17317
8002,29/02/2016,Philadelphia 76ers,Washington Wizards,15096
8003,28/02/2016,Charlotte Hornets,Atlanta Hawks,17156
8004,28/02/2016,Minnesota Timberwolves,Dallas Mavericks,20289
8005,28/02/2016,Toronto Raptors,Detroit Pistons,17201
8006,28/02/2016,Portland Trail Blazers,Indiana Pacers,16662
8007,28/02/2016,Miami Heat,New York Knicks,19812
8008,28/02/2016,Philadelphia 76ers,Orlando Magic,16168
8009,28/02/2016,Cleveland Cavaliers,Washington Wizards,20356
8010,27/02/2016,Miami Heat,Boston Celtics,18624
8011,27/02/2016,Portland Trail Blazers,Chicago Bulls,21962
8012,27/02/2016,San Antonio Spurs,Houston Rockets,18240
8013,27/02/2016,Detroit Pistons,Milwaukee Bucks,17165
8014,27/02/2016,Minnesota Timberwolves,New Orleans Pelicans,17338
8015,27/02/2016,Golden State Warriors,Oklahoma City Thunder,18203
8016,27/02/2016,Memphis Grizzlies,Phoenix Suns,17101
8017,27/02/2016,Brooklyn Nets,Utah Jazz,18863
8018,26/02/2016,Chicago Bulls,Atlanta Hawks,18123
8019,26/02/2016,Denver Nuggets,Dallas Mavericks,20298
8020,26/02/2016,Charlotte Hornets,Indiana Pacers,18165
8021,26/02/2016,Memphis Grizzlies,Los Angeles Lakers,18997
8022,26/02/2016,Orlando Magic,New York Knicks,19812
8023,26/02/2016,Washington Wizards,Philadelphia 76ers,16511
8024,26/02/2016,Los Angeles Clippers,Sacramento Kings,17317
8025,26/02/2016,Cleveland Cavaliers,Toronto Raptors,19800
8026,25/02/2016,Milwaukee Bucks,Boston Celtics,18157
8027,25/02/2016,Oklahoma City Thunder,New Orleans Pelicans,16974
8028,25/02/2016,Golden State Warriors,Orlando Magic,19189
8029,25/02/2016,Brooklyn Nets,Phoenix Suns,16145
8030,25/02/2016,Houston Rockets,Portland Trail Blazers,19393
8031,25/02/2016,San Antonio Spurs,Utah Jazz,19911
8032,24/02/2016,Washington Wizards,Chicago Bulls,21560
8033,24/02/2016,Charlotte Hornets,Cleveland Cavaliers,20562
8034,24/02/2016,Oklahoma City Thunder,Dallas Mavericks,19805
8035,24/02/2016,Philadelphia 76ers,Detroit Pistons,13429
8036,24/02/2016,New York Knicks,Indiana Pacers,16018
8037,24/02/2016,Denver Nuggets,Los Angeles Clippers,19060
8038,24/02/2016,Los Angeles Lakers,Memphis Grizzlies,18119
8039,24/02/2016,Golden State Warriors,Miami Heat,19899
8040,24/02/2016,San Antonio Spurs,Sacramento Kings,17317
8041,24/02/2016,Minnesota Timberwolves,Toronto Raptors,19800
8042,23/02/2016,Sacramento Kings,Denver Nuggets,15721
8043,23/02/2016,Orlando Magic,Philadelphia 76ers,13745
8044,23/02/2016,Brooklyn Nets,Portland Trail Blazers,19393
8045,23/02/2016,Houston Rockets,Utah Jazz,18132
8046,23/02/2016,New Orleans Pelicans,Washington Wizards,15743
8047,22/02/2016,Golden State Warriors,Atlanta Hawks,19330
8048,22/02/2016,Detroit Pistons,Cleveland Cavaliers,20562
8049,22/02/2016,Phoenix Suns,Los Angeles Clippers,19060
8050,22/02/2016,Indiana Pacers,Miami Heat,19600
8051,22/02/2016,Los Angeles Lakers,Milwaukee Bucks,18717
8052,22/02/2016,Boston Celtics,Minnesota Timberwolves,11639
8053,22/02/2016,Toronto Raptors,New York Knicks,19812
8054,21/02/2016,Charlotte Hornets,Brooklyn Nets,16155
8055,21/02/2016,Los Angeles Lakers,Chicago Bulls,23143
8056,21/02/2016,Philadelphia 76ers,Dallas Mavericks,20194
8057,21/02/2016,Boston Celtics,Denver Nuggets,16065
8058,21/02/2016,New Orleans Pelicans,Detroit Pistons,17886
8059,21/02/2016,Cleveland Cavaliers,Oklahoma City Thunder,18203
8060,21/02/2016,Indiana Pacers,Orlando Magic,17242
8061,21/02/2016,San Antonio Spurs,Phoenix Suns,16224
8062,21/02/2016,Utah Jazz,Portland Trail Blazers,19470
8063,21/02/2016,Memphis Grizzlies,Toronto Raptors,19800
8064,20/02/2016,Milwaukee Bucks,Atlanta Hawks,18653
8065,20/02/2016,Golden State Warriors,Los Angeles Clippers,19585
8066,20/02/2016,Washington Wizards,Miami Heat,19710
8067,20/02/2016,New York Knicks,Minnesota Timberwolves,16663
8068,19/02/2016,Miami Heat,Atlanta Hawks,19043
8069,19/02/2016,New York Knicks,Brooklyn Nets,17732
8070,19/02/2016,Toronto Raptors,Chicago Bulls,21849
8071,19/02/2016,San Antonio Spurs,Los Angeles Lakers,18997
8072,19/02/2016,Minnesota Timberwolves,Memphis Grizzlies,18119
8073,19/02/2016,Charlotte Hornets,Milwaukee Bucks,16370
8074,19/02/2016,Philadelphia 76ers,New Orleans Pelicans,16953
8075,19/02/2016,Indiana Pacers,Oklahoma City Thunder,18203
8076,19/02/2016,Dallas Mavericks,Orlando Magic,17764
8077,19/02/2016,Houston Rockets,Phoenix Suns,17102
8078,19/02/2016,Golden State Warriors,Portland Trail Blazers,20100
8079,19/02/2016,Denver Nuggets,Sacramento Kings,17317
8080,19/02/2016,Boston Celtics,Utah Jazz,19911
8081,19/02/2016,Detroit Pistons,Washington Wizards,20356
8082,18/02/2016,Chicago Bulls,Cleveland Cavaliers,20562
8083,18/02/2016,San Antonio Spurs,Los Angeles Clippers,19410
8084,18/02/2016,Utah Jazz,Washington Wizards,12415
8085,11/02/2016,Washington Wizards,Milwaukee Bucks,14172
8086,11/02/2016,New Orleans Pelicans,Oklahoma City Thunder,18203
8087,10/02/2016,Los Angeles Clippers,Boston Celtics,18186
8088,10/02/2016,Memphis Grizzlies,Brooklyn Nets,14262
8089,10/02/2016,Atlanta Hawks,Chicago Bulls,21709
8090,10/02/2016,Los Angeles Lakers,Cleveland Cavaliers,20562
8091,10/02/2016,Denver Nuggets,Detroit Pistons,19971
8092,10/02/2016,Charlotte Hornets,Indiana Pacers,15653
8093,10/02/2016,Toronto Raptors,Minnesota Timberwolves,11171
8094,10/02/2016,Utah Jazz,New Orleans Pelicans,15256
8095,10/02/2016,San Antonio Spurs,Orlando Magic,17467
8096,10/02/2016,Sacramento Kings,Philadelphia 76ers,12501
8097,10/02/2016,Golden State Warriors,Phoenix Suns,18055
8098,10/02/2016,Houston Rockets,Portland Trail Blazers,19393
8099,09/02/2016,Utah Jazz,Dallas Mavericks,19394
8100,09/02/2016,Houston Rockets,Golden State Warriors,19596
8101,09/02/2016,San Antonio Spurs,Miami Heat,19723
8102,09/02/2016,Boston Celtics,Milwaukee Bucks,13215
8103,09/02/2016,Washington Wizards,New York Knicks,19812
8104,08/02/2016,Orlando Magic,Atlanta Hawks,13057
8105,08/02/2016,Denver Nuggets,Brooklyn Nets,13043
8106,08/02/2016,Chicago Bulls,Charlotte Hornets,15886
8107,08/02/2016,Sacramento Kings,Cleveland Cavaliers,20562
8108,08/02/2016,Toronto Raptors,Detroit Pistons,14103
8109,08/02/2016,Los Angeles Lakers,Indiana Pacers,18165
8110,08/02/2016,Portland Trail Blazers,Memphis Grizzlies,15892
8111,08/02/2016,New Orleans Pelicans,Minnesota Timberwolves,11926
8112,08/02/2016,Los Angeles Clippers,Philadelphia 76ers,13310
8113,08/02/2016,Oklahoma City Thunder,Phoenix Suns,16316
8114,07/02/2016,Sacramento Kings,Boston Celtics,18624
8115,07/02/2016,Los Angeles Clippers,Miami Heat,19624
8116,07/02/2016,Denver Nuggets,New York Knicks,19812
8117,07/02/2016,Atlanta Hawks,Orlando Magic,16021
8118,06/02/2016,Washington Wizards,Charlotte Hornets,18450
8119,06/02/2016,New Orleans Pelicans,Cleveland Cavaliers,20562
8120,06/02/2016,Oklahoma City Thunder,Golden State Warriors,19596
8121,06/02/2016,Portland Trail Blazers,Houston Rockets,18308
